,#DEPTH,DIP,AZIM,QUAL,DEVI,HAZI,AAZI,ADIP,DIPTYPE
694,2183.41,7.6,139.8,1.0,36.1,298.4,292.7,29.1,BED
695,2183.82,6.3,110.9,1.0,36.1,298.4,300.0,29.9,BED
696,2184.32,2.8,153.7,0.5,36.2,298.5,295.6,33.9,BED
697,2184.83,4.4,344.1,0.5,36.1,298.4,303.4,39.3,BED
698,2185.26,5.2,30.8,1.0,36.1,298.4,307.3,36.2,BED
699,2185.6,4.7,304.7,0.5,36.1,298.4,299.2,40.7,BED
700,2185.97,3.8,242.9,1.0,36.2,298.5,293.5,38.4,BED
701,2186.4,6.4,269.2,0.5,36.1,298.5,293.8,41.8,BED
702,2187.0,7.3,208.3,1.0,36.1,298.4,286.2,36.8,BED
703,2187.36,0.6,334.9,1.0,36.2,298.6,299.2,36.7,BED
704,2187.79,14.7,316.7,0.5,35.8,297.8,304.0,49.9,BED
705,2188.12,9.8,309.6,0.5,36.1,298.3,301.0,45.8,BED
706,2188.66,2.1,312.6,1.0,36.1,298.4,299.2,38.1,BED
707,2188.95,6.2,288.5,0.5,36.2,298.4,296.8,42.3,BED
708,2189.68,13.0,315.5,0.5,36.2,298.3,303.4,48.7,BED
709,2190.09,4.4,235.5,1.0,36.0,298.2,291.9,38.2,BED_LOW_CONF
710,2190.88,5.2,298.3,1.0,36.2,298.4,298.4,41.4,BED_LOW_CONF
711,2191.29,3.8,256.2,1.0,36.2,298.4,294.3,39.0,BED_LOW_CONF
712,2191.73,3.3,280.0,0.5,36.3,298.4,296.8,39.4,BED
713,2193.48,10.0,357.2,0.5,36.3,298.4,311.2,42.2,BED_LOW_CONF
714,2194.04,7.5,0.1,0.5,36.3,298.6,308.8,40.3,BED_LOW_CONF
715,2194.65,10.5,339.5,0.5,36.2,298.4,308.2,44.6,BED
716,2196.06,10.9,327.8,0.5,36.2,298.4,305.8,46.0,BED_LOW_CONF
717,2197.31,2.9,4.8,0.5,36.3,298.4,302.8,37.6,BED
718,2198.34,8.0,59.1,0.5,36.2,298.3,311.2,32.7,BED
719,2198.77,2.9,137.4,1.0,36.3,298.5,296.8,33.5,BED
720,2199.21,6.3,355.2,0.5,36.1,298.2,306.4,39.8,BED
721,2200.41,1.9,68.2,0.5,36.2,298.4,301.0,35.0,BED
722,2201.17,3.8,347.7,0.5,36.1,298.2,302.8,38.6,BED
723,2202.24,5.2,281.0,0.5,36.3,298.5,296.2,41.2,BED
724,2203.6,10.1,74.3,0.5,36.1,298.6,313.0,29.6,BED
725,2204.75,2.9,323.5,0.5,36.2,298.5,300.4,38.9,BED
726,2205.19,3.6,21.6,0.5,36.3,298.6,304.6,36.9,BED
727,2206.11,3.0,286.3,0.5,36.1,298.4,297.4,39.1,BED
728,2208.48,11.5,1.5,0.5,36.1,298.3,313.6,42.4,BED
729,2208.92,4.5,318.9,0.5,36.2,298.6,301.0,40.5,BED
730,2209.66,5.4,311.8,0.5,36.2,298.5,300.4,41.5,BED
731,2210.34,5.6,3.3,0.5,36.1,298.3,306.4,38.7,BED_LOW_CONF
732,2211.93,8.5,262.7,0.5,36.1,298.6,291.4,43.3,BED
733,2212.7,2.4,282.1,0.5,36.1,298.5,297.4,38.3,BED
734,2213.25,3.9,249.9,0.5,36.1,298.5,293.8,38.8,BED
735,2214.44,5.3,326.5,0.5,36.1,298.4,302.2,40.8,BED
736,2214.89,6.6,302.8,1.0,36.1,298.5,299.2,42.7,BED
737,2217.16,86.9,119.5,0.5,36.1,298.6,119.8,50.8,FRACTURE
738,2217.56,6.5,341.0,0.5,36.1,298.5,305.2,41.1,BED
739,2218.78,4.3,33.7,0.5,36.0,298.4,305.8,35.8,BED
740,2219.0,87.0,212.5,1.0,36.0,298.4,213.5,90.0,BREAKOUT
741,2219.47,4.0,340.4,0.5,36.1,298.5,302.8,39.2,BED
742,2219.69,54.4,310.2,1.0,36.2,298.6,308.0,90.0,DRILL.IND.FRAC.
743,2219.88,5.3,85.1,1.0,36.1,298.5,304.1,31.8,BED
744,2220.11,81.0,154.7,1.0,36.0,298.6,165.0,53.4,FRACTURE
745,2220.4,6.3,324.7,1.0,36.1,298.7,302.8,41.8,BED
746,2221.24,3.3,321.0,0.5,36.5,305.0,306.4,39.6,BED
747,2221.88,4.2,179.9,1.0,36.1,298.4,291.9,34.3,BED_LOW_CONF
748,2222.22,5.5,343.6,0.5,36.5,304.1,309.4,40.9,BED
749,2222.77,8.4,292.6,0.5,36.2,298.6,297.4,44.6,BED
750,2222.97,87.0,212.5,1.0,36.1,298.5,33.5,90.0,BREAKOUT
751,2223.41,7.9,1.9,0.5,36.0,298.4,309.4,40.1,BED
752,2223.98,6.1,346.1,0.5,36.0,298.2,305.2,40.3,BED
753,2224.46,84.7,131.4,0.5,36.0,298.4,135.4,49.8,FRACTURE
754,2224.8,9.9,70.9,1.0,36.0,298.3,313.0,30.1,BED
755,2225.04,54.7,310.2,1.0,35.9,298.3,308.0,90.0,DRILL.IND.FRAC.
756,2225.19,5.6,94.3,0.5,36.0,298.4,302.8,30.9,BED
757,2225.58,78.1,121.0,0.5,35.9,298.4,122.2,42.2,FRACTURE
758,2225.79,83.9,114.5,0.5,36.0,298.4,113.2,48.0,FRACTURE
759,2225.94,84.5,125.1,1.0,36.2,298.6,127.2,48.6,FRACTURE
760,2226.34,1.0,86.7,1.0,36.0,298.3,299.2,35.2,BED
761,2226.72,5.8,70.3,0.5,36.0,298.4,306.4,32.4,BED
762,2227.03,7.3,161.1,1.0,36.0,298.4,288.7,31.0,BED
763,2227.45,1.9,356.6,0.5,35.9,298.2,301.0,36.9,BED
764,2227.55,54.5,307.2,1.0,35.9,298.2,305.5,90.0,DRILL.IND.FRAC.
765,2228.43,86.0,127.6,1.0,36.0,298.5,130.3,50.5,FRACTURE
766,2228.6,3.1,356.5,0.5,36.0,298.5,302.8,37.7,BED_LOW_CONF
767,2228.75,74.7,114.2,1.0,35.9,298.4,111.9,38.9,FRACTURE
768,2229.18,78.8,138.1,1.0,36.0,298.4,145.9,45.5,FRACTURE
769,2229.39,4.2,327.4,1.0,36.0,298.4,301.6,39.7,BED_LOW_CONF
770,2229.5,89.7,104.6,1.0,36.1,298.6,101.4,54.8,FRACTURE
771,2229.74,8.5,84.0,1.0,35.9,298.3,308.1,29.2,BED
772,2229.86,84.5,128.8,1.0,35.9,298.3,132.1,49.4,FRACTURE
773,2229.96,8.1,173.0,1.0,36.2,298.7,286.2,32.1,BED
774,2230.37,4.1,259.9,0.5,36.0,298.4,294.4,39.3,BED
775,2230.63,4.1,191.0,1.0,36.2,298.7,291.9,35.1,BED
776,2230.89,2.7,316.8,0.5,36.0,298.4,299.8,38.6,BED
777,2231.25,84.5,92.2,0.5,36.1,298.5,84.9,52.9,FRACTURE
778,2231.41,80.8,105.8,1.0,36.1,298.5,100.9,45.9,FRACTURE
779,2231.61,86.5,121.0,1.0,36.1,298.6,121.7,50.5,FRACTURE
780,2231.92,3.7,346.1,0.5,35.9,298.4,302.8,38.5,BED
781,2232.37,87.4,137.4,1.0,36.1,298.5,142.1,53.6,FRACTURE
782,2232.38,5.7,36.5,1.0,36.0,298.4,308.1,35.6,BED
783,2232.65,87.2,128.0,0.5,36.0,298.5,130.6,51.8,FRACTURE
784,2233.11,7.9,259.5,1.0,36.0,298.4,291.1,42.4,BED_LOW_CONF
785,2233.27,89.2,119.1,0.5,36.2,298.6,119.2,53.0,FRACTURE
786,2233.67,85.8,119.9,0.5,36.0,298.3,120.4,49.9,FRACTURE
787,2234.07,83.6,132.6,0.5,36.0,298.4,137.2,49.0,FRACTURE
788,2234.23,8.1,314.2,1.0,36.0,298.5,301.6,43.9,BED_LOW_CONF
789,2234.65,7.3,344.0,0.5,36.0,298.5,306.4,41.4,BED
790,2234.99,4.6,12.3,1.0,36.0,298.4,305.7,37.5,BED
791,2235.39,7.1,322.7,0.5,36.1,298.5,302.8,42.6,BED
792,2236.01,2.9,93.1,1.0,36.1,298.5,300.8,33.5,BED
793,2236.54,4.1,341.3,0.5,35.9,298.3,302.8,39.0,BED
794,2236.98,4.4,83.0,1.0,36.1,298.5,303.2,32.6,BED
795,2237.4,3.2,334.1,0.5,36.1,298.6,301.6,38.8,BED
796,2238.23,2.7,110.4,1.0,36.0,298.5,299.2,33.3,BED
797,2238.71,7.9,321.5,0.5,35.9,298.3,302.8,43.3,BED
798,2239.26,5.6,311.5,0.5,36.1,298.5,300.4,41.6,BED
799,2239.47,84.5,215.7,1.0,35.8,298.1,37.5,90.0,BREAKOUT
800,2240.47,5.8,315.5,0.5,36.0,298.4,301.0,41.6,BED
801,2241.05,4.3,224.2,0.5,35.8,298.3,291.4,37.2,BED
802,2241.47,6.1,131.1,1.0,36.1,298.6,296.0,30.2,BED
803,2241.83,81.4,84.2,1.0,35.9,298.4,74.4,53.1,FRACTURE
804,2243.09,8.6,333.8,0.5,36.3,303.8,310.0,43.9,BED
805,2244.16,1.8,306.8,0.5,36.3,303.8,304.0,38.1,BED_LOW_CONF
806,2245.09,2.0,328.9,0.5,36.3,303.8,305.2,38.2,BED_LOW_CONF
807,2246.41,6.9,341.3,0.5,36.3,303.8,310.0,41.9,BED_LOW_CONF
808,2247.65,81.1,226.2,0.5,36.3,303.9,229.0,90.0,BREAKOUT
809,2247.93,1.6,326.4,0.5,36.2,303.6,304.6,37.7,BED_LOW_CONF
810,2249.54,4.8,324.0,0.5,36.2,303.9,306.4,40.8,BED_LOW_CONF
811,2251.83,1.9,347.4,1.0,36.2,303.7,305.8,37.6,BED
812,2252.78,3.4,318.7,1.0,36.2,303.8,305.2,39.5,BED_LOW_CONF
813,2253.35,2.4,345.3,1.0,36.2,303.8,306.4,38.0,BED
814,2254.16,3.7,350.8,1.0,36.1,303.8,308.2,38.7,BED_LOW_CONF
815,2256.14,79.7,228.3,1.0,36.0,303.9,51.5,90.0,BREAKOUT
816,2256.19,5.9,342.3,1.0,36.0,303.8,309.4,40.8,BED_LOW_CONF
817,2257.24,5.5,350.4,1.0,36.0,303.8,310.0,40.0,BED
818,2257.81,8.0,349.5,1.0,36.1,303.8,312.4,42.0,BED
819,2258.63,3.3,359.7,0.5,36.1,303.7,308.2,38.1,BED_LOW_CONF
820,2259.88,4.7,346.4,0.5,36.1,303.9,308.8,39.7,BED
821,2261.65,4.0,347.7,0.5,36.1,303.8,308.2,39.0,BED
