,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__learning_rate,param_estimator__max_depth,param_estimator__max_features,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__n_estimators,param_estimator__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,split10_train_score,split11_train_score,split12_train_score,split13_train_score,split14_train_score,mean_train_score,std_train_score
163,1.7102118968963622,0.11710771960657562,0.002864980697631836,0.0006177493189129549,0.8,10,10,2,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-68.65312550624894,-61.97666590018038,-136.16982596808757,-184.74537071300801,-75.95735505181008,-80.46275029772904,-92.60145842226487,-72.59514550126764,-29.56438100585717,-48.76274651073974,-63.99101763726999,-45.56189433803353,-63.1151871961423,-60.68669670359397,-72.52177458171559,-70.71781457756899,31.246029701985503,190,-36.21601410161397,-36.756253286299334,-33.44108781673359,-34.391814316255775,-36.911249825936636,-34.394415683777595,-35.50204156113979,-35.751411797721076,-38.72016630964601,-37.90150682286775,-35.87598626843991,-36.98671893355795,-36.23906540327452,-35.522297951785795,-35.49722434803054,-36.007150295138686,1.3168726691530879
256,3.4865062395731607,0.4204538458557612,0.004330587387084961,0.0011917502362189288,1.0,10,5,2,10,10,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-80.5014581751785,-79.04227861729183,-142.19137026794866,-224.91417094861694,-104.44965190050269,-102.50696436634591,-94.85917914053168,-88.71509607629916,-38.459052255618396,-64.78539449771729,-80.3653247412602,-60.243442666367784,-74.41931405009112,-75.09768896597613,-91.46543772357195,-86.11520896738925,34.332461302371364,273,-34.93931530205792,-37.64879210996007,-34.03432610293649,-33.579036465579286,-36.5169708004477,-34.46649584066175,-36.75700740042331,-37.112275372156844,-38.233436674201755,-36.85085172061879,-38.634625512185075,-38.19203617504884,-36.2941909430828,-36.09636524559285,-38.26504186190507,-36.508051168457236,1.566537324790612
177,5.911354700724284,0.3797033649994387,0.006795724232991536,0.0020055629134955876,0.8,10,10,10,10,20,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-71.70736767848317,-73.83047274258277,-130.49976421220376,-194.47984335201892,-76.58398226291791,-93.20029675882421,-79.45126813086475,-91.2546690514032,-36.909665724234934,-55.01340489146728,-72.23976678966544,-55.38812653334246,-70.93463909323563,-69.53742333645508,-81.28410505214387,-77.30848882646585,29.770092518568863,235,-35.69531716476473,-36.73644492966473,-33.741118970810845,-34.58158007579247,-37.2311155579513,-35.07317892129913,-37.64931962913387,-35.96420183661248,-38.29586420591925,-39.090087968507426,-36.96344803540677,-36.74454810613916,-36.98161394403443,-36.827679562163425,-37.09891803887482,-36.578295796471664,1.3413398986713825
51,4.717823775609334,0.2981779579273902,0.008661556243896484,0.0046829241686730284,0.5,10,5,10,10,20,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-59.59619732675564,-54.63737387337161,-117.91874061301874,-176.35068648410947,-57.01299892302391,-77.22498448163478,-67.502810713495,-74.86600914554283,-28.039582976501503,-40.815328088076896,-59.12599600997125,-43.326437520248206,-60.25830411718147,-57.542244934505035,-64.48517071694724,-63.659204357934335,28.463720982055982,111,-36.95221242978252,-35.949811304043486,-33.79036991435574,-34.36859495272826,-37.22392682276789,-35.09957772731349,-36.73580436169266,-36.36051790428487,-38.2680264054435,-37.808281946808414,-36.941920852134494,-39.08057398374165,-36.63999321403244,-37.18195902566067,-36.48685503295603,-36.59256172518307,1.3416655557934027
266,3.118277009328206,0.5079521948515404,0.009261290232340494,0.008171874572605781,1.0,10,5,10,10,10,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 1.0}",-68.24237274961499,-60.71489870866985,-130.21329038347886,-191.37954210704646,-73.05594345413047,-86.6137840414796,-68.48060308431107,-89.10407138079619,-30.813223645669474,-46.61491636376502,-66.11371243419701,-48.96102147478764,-64.97629949586226,-65.48768478892028,-74.68205255112673,-71.38040345766589,30.95868909628494,197,-37.58445994964027,-36.33668380923666,-34.410964741891846,-33.819019140549315,-35.24508345867419,-33.607765545857646,-36.26886852942408,-37.66682944554757,-39.72483057238112,-37.97723149744478,-36.72859558563958,-38.72798490467736,-37.970020875158966,-36.50710074900616,-36.78272253620404,-36.62387742275557,1.7071980552423247
173,1.7321982065836588,0.17306315323943933,0.004730606079101562,0.004216160120837848,0.8,10,10,10,10,5,1.0,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-58.53929618857775,-58.88093644650853,-116.09634181164718,-175.87311665292663,-64.05918850699815,-75.444857291326,-67.16072947855082,-72.8852330779895,-26.989465358212197,-41.48074599536419,-60.40990030181572,-40.63180769435013,-57.07066305804766,-57.50997669035784,-67.67636270419555,-63.33392011219415,28.392522556312755,102,-36.421092305848696,-37.681955381431365,-33.850113267066696,-34.50403300108053,-37.383948960052315,-35.47720305286971,-37.11312603389986,-36.678541009641414,-38.673202344174726,-37.14191529168537,-36.76000194200391,-38.36316745536759,-36.04610158048472,-36.347705759973294,-37.352881854710404,-36.65299928268605,1.2628977102680092
294,14.75774884223938,2.0173952018705834,0.010993337631225586,0.004439377177567257,1.0,30,5,2,10,20,0.5,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-213.9342906895344,-239.79942789740932,-333.637737662463,-414.38002343975086,-197.71214291898931,-274.08045624878076,-274.7506849558093,-300.20820990020684,-194.1406651979808,-225.749754484397,-254.8509617968504,-227.25323949237696,-251.12952808089955,-226.1492016128418,-258.2080197676588,-250.7176787905702,45.36622456130836,324,-34.68888705348093,-36.31119708085066,-36.34190305396457,-34.096787332118524,-38.44068640989153,-33.433280815517726,-37.92654967530794,-36.01549960924018,-40.937544459642886,-38.13785884985319,-35.280822272873635,-37.99067982488499,-39.15404719673316,-36.56688292666787,-37.68635732088166,-36.8672655921273,1.950598946465314
37,1.7998901685078939,0.11059248427447962,0.0035310586293538413,0.0018198071610101311,0.5,10,5,2,10,5,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-64.7088366517471,-57.40063128600841,-134.37047238868564,-181.8988568266349,-77.62791950309438,-78.83786433805395,-85.03565915249276,-70.03486632061788,-25.71730729964154,-43.82617397437424,-62.718776124428835,-43.4686567664332,-57.949997280621616,-59.012113217084405,-73.89343195401894,-68.06332730120421,31.591656883517466,162,-38.156312954195904,-36.81027175806169,-34.82607988062959,-34.45465012334122,-36.34142665609048,-35.28379421085175,-36.61649762230001,-36.090685970456335,-39.280801671875906,-38.53244307430953,-37.235311744933604,-39.155361969987815,-36.51028928780354,-37.3231641106698,-36.715144132942285,-36.88881567789664,1.400527482537067
283,2.820929702123006,0.4823259764004373,0.007528432210286458,0.01356076768579382,1.0,10,10,10,10,10,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-67.98088417637037,-63.82762002459283,-127.87665951243635,-177.81177795709544,-64.95729874949366,-84.70080589405293,-77.7201412562915,-79.37752881761422,-33.726395745680904,-49.568475280864575,-69.49803953929013,-48.380264910300575,-68.24946368838656,-64.84158964279318,-76.50824568883426,-71.58077961792513,28.363703201722785,199,-37.1822540859402,-36.38199801312904,-34.219906234559936,-34.544582220330504,-37.3845660266651,-36.44060808769542,-37.41938673612443,-37.25834490694195,-38.68029395953012,-37.4347054127272,-35.39622393082222,-39.36003135673227,-36.80104850467649,-37.70297842407128,-37.2422841257003,-36.896614135043095,1.328229728261386
82,2.583806864420573,0.2639822535265245,0.0036642869313557942,0.0008687008994884051,0.5,30,5,10,10,5,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-61.4392037843679,-58.51957757996156,-123.02532911139546,-173.92970288912733,-71.24829105734283,-79.30341662706968,-81.38634571257774,-71.4091510875498,-29.194186868224982,-41.53020734223237,-55.202490507535586,-45.324678066996775,-60.38135086469504,-56.071731385892825,-67.27227580755603,-65.97141890530719,28.78686116994571,143,-37.45658689649324,-37.13549830179982,-34.756870793237155,-34.72630605420008,-36.642147355204884,-36.58247134454958,-36.55586597876557,-37.563017838787026,-38.14717257257438,-38.523646347550155,-37.09021689615378,-39.15667789044756,-37.58907614053905,-37.35695545278158,-36.98463139061063,-37.08447608357963,1.1520792699535052
65,2.9936870257059733,0.363594483663326,0.004530779520670573,0.0015426913120084756,0.5,10,10,10,10,5,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-60.163659982996215,-53.53458034207015,-116.38351734665851,-169.114696085635,-72.57570881208662,-74.1603033331541,-73.78361917150926,-66.51656452825227,-25.16016694915513,-39.90677012268576,-54.96892455252214,-40.7924274895138,-52.08713474850813,-54.506579187972854,-63.205105957364864,-61.900392764795,28.13894967310596,75,-37.78724458522343,-37.9175831806696,-35.19462912669473,-35.157783947672364,-37.07679302562517,-35.78762750872078,-36.608735895507365,-36.79696195268748,-39.06070372568167,-38.442620585524104,-36.8664936525164,-39.25408963315288,-37.4918967493377,-37.22949355292833,-37.33646251071358,-37.20060797551037,1.183651821634129
157,2.908273379007975,0.179340375796368,0.0048634847005208336,0.0010869333578924915,0.8,10,5,10,10,10,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-65.89599331153158,-64.68891034054269,-129.44473814470516,-192.5578341625033,-63.16125873593167,-80.63593557103869,-67.88664013849137,-83.43064651971314,-30.68704555170376,-40.81183267886385,-60.198932503325,-46.52151253793882,-62.76910797113733,-59.995770096818504,-74.39572970331443,-68.48702303871582,31.392021483180788,168,-35.93058829518562,-37.97879706633987,-34.52353221027214,-34.84563451055822,-38.014244427249906,-34.78097185086051,-39.49103868378613,-37.693529225423156,-39.29441240741259,-39.53085495862881,-37.986095469793135,-38.21040375987627,-36.37296170482275,-37.37525790975694,-37.292685697035644,-37.28806721180011,1.6123862022688729
254,2.4155876636505127,0.46094708826874153,0.004263814290364583,0.0026933267719319925,1.0,10,5,2,10,5,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-77.02821478977711,-64.58149655474145,-129.54037337719328,-197.5813945914099,-107.07395440671148,-97.8039264462994,-95.97086505804111,-86.57261890459465,-34.42038888904169,-51.70734590161835,-69.8740321802662,-52.96174326164047,-68.60995172351586,-65.28634148779662,-79.05801841830299,-78.32043668884238,32.005146895767034,238,-37.27946792934112,-38.60721138064482,-34.06589759061186,-36.61504418699707,-36.72641845010338,-35.4720966325849,-35.214913969756346,-37.963434748079536,-39.15308317824489,-38.97060193811761,-38.07736370394918,-39.26538660308752,-37.18809258894416,-37.569686157487034,-37.68920930389762,-37.32386055745647,1.460954636840885
39,2.578077300389608,0.31126311809331486,0.005263026555379232,0.0033143949540037094,0.5,10,5,2,10,10,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-60.99843039914329,-58.47158798774357,-130.66490605537592,-193.5565173493006,-77.91210660811213,-81.66540021452826,-78.13382026462185,-82.35434354718922,-28.410745142013223,-46.567775712035164,-63.03106796030522,-44.346947461844564,-62.44561629331158,-62.17231268355094,-70.22887554099547,-69.05522218544513,31.841644661756145,171,-38.02084853328054,-37.29675914408309,-35.037484992946915,-35.31392142832864,-38.03370123970467,-35.31097558222657,-37.73002821031183,-36.64485306295052,-40.479388383984805,-38.313959432852975,-38.26534590961012,-38.625528745368264,-37.56797364662872,-38.361921983384434,-37.462585065548765,-37.49768502408073,1.3942039001912534
192,6.759964942932129,0.4416781805702215,0.009527031580607097,0.003859672089435487,0.8,30,5,10,10,10,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-80.03150544707962,-74.6114397769555,-142.452969600225,-196.93410831274645,-74.63642544645293,-98.62646999623061,-86.52050549561461,-97.62418413536905,-52.70509903188954,-60.38303908896155,-78.0636820118693,-63.785869994109405,-82.60908662986472,-85.09612951211012,-88.64723625659352,-85.60736162273139,28.628336110069355,271,-37.94047652823148,-38.892895995244665,-35.33249910561074,-35.884011257448364,-37.61650106815398,-36.33667572099367,-37.184263600628825,-37.58535344943892,-40.35407736321812,-39.79712795896056,-37.959360219364726,-40.019919844357986,-38.75448864494963,-38.97511750977982,-38.403501441149906,-38.069084647168765,1.4285017714753694
90,4.105668226877849,0.5161857969354082,0.004597028096516927,0.0019915002511969935,0.5,30,10,2,10,5,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.5}",-75.50189244900733,-58.47669652553218,-131.83748194398973,-175.5445635648995,-81.58011102508466,-86.6959314407448,-93.47609931440165,-76.88925724402944,-37.522943468520026,-54.147277651707256,-70.29549492352069,-55.16277901894415,-67.11853020945622,-64.86256123388061,-77.1468330789648,-75.207634892086,27.781231747097415,226,-38.5864013880026,-37.87321784207468,-35.53067028004118,-36.70425279266939,-37.919154280958985,-36.873881905214816,-37.264771673837274,-37.99231279818215,-39.73202297344008,-39.926810569985456,-38.12180937659106,-40.488633373003,-38.463429565665294,-38.106226050144976,-37.79401774077168,-38.091840840705494,1.238665487326003
150,4.2258959452311196,0.2993957035856679,0.006862370173136393,0.0035915717914764287,0.8,10,5,2,10,20,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-94.39039861829825,-82.46572407192866,-169.05014601068223,-219.9597664725493,-118.96585729679882,-115.59486824406733,-127.43021005217399,-102.70487698522679,-45.405704816255806,-73.88871474486571,-94.01892021232928,-70.1688798961882,-87.37600312873892,-79.18383717592897,-97.17129747803799,-97.75547646827604,35.916070795112574,296,-38.38478654938819,-39.10807388313703,-35.075442961988145,-36.40313772447014,-38.258529359045994,-36.11886912419755,-38.572213996008685,-38.44397512459898,-41.39514519809413,-39.47574769302723,-39.03896701937945,-37.848766782970344,-40.12723140485258,-38.129204744730046,-37.26672331993852,-38.24312099238848,1.5407568672297636
145,1.4171923319498698,0.07668359317230843,0.003930743535359701,0.0035843052313979575,0.8,10,5,2,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-66.92001334355982,-64.11473657210969,-136.58228892659028,-183.21029000578164,-84.52232617204734,-88.35905099403404,-85.32935492391584,-78.18052495650011,-30.76691982812978,-51.58946459336521,-65.76677754394127,-48.145576147525496,-65.08677525668898,-65.51927979887452,-78.1200429468735,-73.41616031554734,30.775386943044637,211,-38.581095892478146,-38.33057960978939,-34.93501037710709,-36.23236974877931,-40.56187801544202,-36.98764602134942,-38.30977935020339,-38.22485203307102,-39.0284923350546,-39.17947485218639,-37.86212785661405,-40.04602741787314,-39.4969188758661,-39.01609094816676,-37.17031790623182,-38.26417741601417,1.4205436206665518
47,2.283791700998942,0.1602721786735761,0.003931029637654623,0.0007714719851403661,0.5,10,5,10,10,5,1.0,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-57.909494534199325,-52.812243210880794,-119.64247821377626,-171.53531015830882,-66.47686155560203,-75.40968934447535,-76.61090401330834,-67.98403130588869,-24.33033266111672,-38.558342809277306,-58.52851512985309,-41.27092626077739,-55.65223855800334,-54.620693589963295,-65.83909973147487,-62.648424462548206,28.98265845448549,91,-38.48838252004272,-38.756655277643745,-36.015901084746744,-36.03360729199563,-39.72443513234176,-37.6539500500628,-38.041905715806216,-38.11557858881411,-40.866883979331455,-39.91613243562709,-38.70570983351123,-41.255235016192074,-39.539719060337994,-38.88216739281072,-39.02035162062452,-38.73444099999258,1.4331113355986436
159,4.755601024627685,0.2727318798336384,0.008261569341023763,0.003565446643581996,0.8,10,5,10,10,20,0.5,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 20, 'estimator__subsample': 0.5}",-77.90796541271175,-75.10574882554393,-139.53333617310375,-195.35274194180533,-72.95143906956729,-92.98281253558976,-86.57001536756857,-91.56655490044412,-38.0568530359357,-57.64245501928317,-76.80678908034896,-61.433942399877296,-73.8572144554807,-72.20208236946719,-85.97464276732886,-80.62028199099568,30.074956917319977,252,-38.70358834448668,-38.84521249897837,-35.26014610840513,-36.519492903421124,-38.102791973354876,-36.62039679705309,-39.63434542343698,-39.82726706563659,-41.771100443531566,-40.7270679906001,-38.83770530298379,-40.98915606204426,-40.23261951181427,-39.726582613147414,-38.781568229284154,-38.97193608454524,1.7230499112581565
155,1.8451291561126708,0.14356761472517893,0.00393071174621582,0.0009283243395711478,0.8,10,5,10,10,5,1.0,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-62.162010093396304,-58.86536049170545,-124.85656922180729,-185.1975383303625,-61.30422460139141,-82.66993727448848,-68.79807525855617,-74.5588898158088,-27.903550570298158,-41.644815083766794,-61.42647313896632,-43.85870529184587,-60.10545192821708,-61.361594220065626,-70.61409470661037,-66.62524378330075,30.489024372653382,148,-38.87346252763034,-40.031880899749204,-36.43471989872147,-36.90015412490538,-39.755428631420365,-37.08100545422457,-39.706121645867796,-38.84948134142057,-39.961689536545656,-40.477370125981096,-39.29992847091991,-40.20918418147827,-40.23226719395697,-39.77954860762499,-38.34550194118399,-39.06251630544204,1.2649309685270231
66,3.1704447905222577,0.23637032657846274,0.005063708623250326,0.0013391732671279165,0.5,10,10,10,10,10,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.5}",-55.2796727151581,-50.27094148751921,-109.59349078091057,-169.923189649709,-63.29388378400129,-73.11917148653161,-66.63226923165026,-73.01080272849367,-26.97439732316709,-37.16149855401926,-54.37884811278859,-40.86410483397947,-56.567517634040016,-56.05252747727047,-63.75334539818677,-60.81459463407963,27.22302589357048,60,-39.978928680420644,-39.01700821457906,-36.76132277038037,-36.21083105266587,-40.38470047717644,-38.071733884123965,-38.97326236217576,-39.497969260810905,-41.797354601948804,-41.232336418404294,-40.270432459040904,-41.0586999718049,-39.90320739936727,-39.66564590002416,-39.47857201200154,-39.48680036432833,1.4915659479587329
281,1.5519094467163086,0.22467825876634268,0.002731513977050781,0.00044174669935206017,1.0,10,10,10,10,5,1.0,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 1.0}",-62.789727491870096,-66.52647444554096,-123.99159598737074,-177.6293995887783,-62.85797714065908,-79.33076646269542,-72.5646657082076,-76.46858899375913,-29.489089715884337,-44.29626172261135,-63.241877261275455,-46.33123898405604,-59.65633823757804,-60.963720604730085,-72.06591258139865,-67.28289888877221,28.736826100615183,156,-38.69270691176573,-39.91844923930084,-36.429012524905374,-37.46591224431967,-40.213578955503976,-37.625585193037224,-39.55151245099817,-39.64235303160335,-42.46638813645567,-39.502269350041416,-39.11826488245056,-41.663560411635935,-39.93066812925613,-39.22874690832152,-40.87042063410288,-39.487961933579896,1.5100100226057276
265,3.0153404235839845,0.38161067001928217,0.0066628615061442055,0.004582429131815184,1.0,10,5,10,10,10,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 10, 'estimator__subsample': 0.8}",-75.45407134344227,-65.21288832807875,-139.05629077128623,-185.80117462281083,-63.689263392256045,-91.45969597607699,-79.62145523259755,-87.54885855114253,-35.5719142898347,-49.60694893378032,-72.24760926068011,-51.62967624718705,-70.60066896182914,-68.25227004759758,-77.66411117313582,-75.35936871194971,30.541366246699052,228,-39.321236758266565,-38.1444746144626,-37.60643115949129,-38.31119302091473,-39.39621502819043,-38.19989046036053,-39.675838940926916,-39.92989433387921,-42.79945527231987,-40.75754574027544,-40.33291586819126,-41.62798864371943,-38.18277614102105,-39.60645015826573,-39.404311113551486,-39.55310781692243,1.3708446531576421
72,2.6097908496856688,0.28730933274538156,0.004996744791666666,0.004080010655891853,0.5,30,5,2,10,5,0.5,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 30, 'estimator__max_features': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.5}",-72.83975295671345,-63.90049156727262,-139.9030275464607,-192.82729855016268,-92.99384330396722,-90.7825977492134,-109.19070507356426,-79.77235739027205,-38.28531556175703,-51.70886867561653,-73.60727823896966,-52.889327497883,-70.48343376803243,-65.43353027123085,-82.28867460625888,-78.56759481026647,31.81901657370025,242,-40.140805873198225,-39.79341480538369,-36.567789823401824,-37.92715854295027,-38.30555163183934,-37.53439922219831,-38.873298592851846,-39.89642650742523,-42.208479341392454,-40.80073194591248,-39.45145261195631,-42.186040430670175,-38.84415062766724,-40.25333534187123,-40.54487455692394,-39.55519399037617,1.5426658062125778
271,1.6274632294972737,0.23619570158337758,0.0030648390452067058,0.0008534971679438969,1.0,10,10,2,10,5,0.8,"{'estimator__learning_rate': 1.0, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-76.97334121444064,-61.9862617729493,-152.4244603301761,-195.67589315593005,-88.43464451771233,-96.14609398661185,-83.8344655354762,-85.51888248641974,-32.268267739038244,-57.26595475905428,-77.47268183094339,-49.16699041181052,-71.96911084769151,-66.74513956893014,-85.87431707327357,-79.21668680803852,33.90094260380369,248,-38.647728211145754,-41.30333954199209,-37.55554698867773,-37.46525410969667,-38.938264362514495,-37.93733165083379,-40.35582717244257,-40.42979164896862,-42.84396078185675,-41.30372965524507,-38.95161965029398,-43.22620633594456,-40.49095666693849,-40.186421283180465,-38.85949546610645,-39.89969823505583,1.7193371828217021
172,1.5068043231964112,0.09660433758589843,0.0025984605153401693,0.0006108358782918335,0.8,10,10,10,10,5,0.8,"{'estimator__learning_rate': 0.8, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-58.833110599056056,-54.05518932581647,-115.5724435981812,-167.88791993780282,-63.5703854429996,-78.34624651804465,-66.54386315032738,-67.97107200332088,-29.296281958675102,-39.454714350463725,-58.78405012712415,-43.89992849369215,-59.05432976293946,-55.697561974933095,-67.48610160435771,-63.45807583729515,27.15796264229893,104,-39.90821002174353,-39.47042067754562,-37.62580199514315,-37.24703173223674,-40.38827736918787,-38.878096647715566,-38.80585270730577,-40.52622534110101,-41.11400222846254,-41.45071377406223,-39.72081109329573,-41.297348811498146,-40.66227674267458,-41.400994833025045,-40.69608990399242,-39.94614359193266,1.2797374651532067
64,2.4114462693532306,0.17824669359939713,0.005330133438110352,0.006080885204966688,0.5,10,10,10,10,5,0.8,"{'estimator__learning_rate': 0.5, 'estimator__max_depth': 10, 'estimator__max_features': 10, 'estimator__min_samples_leaf': 10, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 5, 'estimator__subsample': 0.8}",-66.37157176373783,-50.33684228084305,-113.70976644101685,-168.6276815220101,-70.76429010338718,-75.22078276069678,-69.74610041715201,-66.26685252104457,-24.547050348740775,-39.165365601743076,-54.97378566452976,-41.67333054236785,-54.488226401528536,-53.28328115121987,-67.15500526084759,-62.41567912963223,27.860081061724394,87,-40.08309243450243,-40.30162540804311,-37.67621565888898,-38.73804144406956,-39.88580634003945,-38.35843354365632,-39.34251374436127,-40.10693139212198,-42.13910356774668,-41.50297703084427,-40.54379883976877,-42.348285853127585,-41.01561385743766,-40.623919364112126,-40.05502878527595,-40.18142581759974,1.2600743685714721
